Constituency No.	Constituency Name	Candidate Name	Party	Votes Polled	Position	Win/Lose Margin
152	Madhya Pradesh - BHOPAL DAKSHINA-PASHCHIM	RANI YADAV	Apna Dal (Soneylal)	67	19	
153	Madhya Pradesh - BHOPAL MADHYA	ARIF MASOOD	Indian National Congress	76647	1	14757
153	Madhya Pradesh - BHOPAL MADHYA	SURENDRA NATH SINGH (MAMMA)	Bharatiya Janata Party	61890	2	14757
153	Madhya Pradesh - BHOPAL MADHYA	None of the Above	None of the Above	1517	3	
153	Madhya Pradesh - BHOPAL MADHYA	P. K. MANJURE	Sapaks Party	961	4	
153	Madhya Pradesh - BHOPAL MADHYA	GOKUL SHAKYA-BOUDDH	Bahujan Samaj Party	781	5	
153	Madhya Pradesh - BHOPAL MADHYA	FIDA HUSAIN	Communist Party of India	473	6	
153	Madhya Pradesh - BHOPAL MADHYA	FARAZ KHAN	Aam Aadmi Party	451	7	
153	Madhya Pradesh - BHOPAL MADHYA	UPENDRA TIWARI	Rashtriya Garima Party	322	8	
153	Madhya Pradesh - BHOPAL MADHYA	RAEES BABLU	Independent	233	9	
153	Madhya Pradesh - BHOPAL MADHYA	JITENDRA KUMAR SAHU	Samajwadi Party	217	10	
153	Madhya Pradesh - BHOPAL MADHYA	SHAMSHUL HASAN	Rashtriya Krantikari Samajwadi Party	112	11	
153	Madhya Pradesh - BHOPAL MADHYA	DEVENDRA PRAKASH MISHRA	Independent	107	12	
153	Madhya Pradesh - BHOPAL MADHYA	KRISHNA KUMAR MISHRA	Independent	96	13	
153	Madhya Pradesh - BHOPAL MADHYA	JAVED KHAN	Independent	94	14	
153	Madhya Pradesh - BHOPAL MADHYA	SITA RAMJI PATERIYA	Bhartiya Shakti Chetna Party	86	15	
153	Madhya Pradesh - BHOPAL MADHYA	RAJKUMAR GODIYA	Kranti Janshakti Party	82	16	
154	Madhya Pradesh - GOVINDPURA	KRISHNA GAUR	Bharatiya Janata Party	125487	1	46359
154	Madhya Pradesh - GOVINDPURA	GIRISH SHARMA	Indian National Congress	79128	2	46359
154	Madhya Pradesh - GOVINDPURA	BABULAL VALMIKI	Bahujan Samaj Party	3414	3	
154	Madhya Pradesh - GOVINDPURA	None of the Above	None of the Above	2043	4	
154	Madhya Pradesh - GOVINDPURA	SHAILENDRA VYAS	Sapaks Party	1182	5	
154	Madhya Pradesh - GOVINDPURA	MANOJ KUMAR PAL	Aam Aadmi Party	1003	6	
154	Madhya Pradesh - GOVINDPURA	HIMANSU SINHA	Independent	824	7	
154	Madhya Pradesh - GOVINDPURA	RAHUL KUMAR SAXENA	Independent	784	8	
154	Madhya Pradesh - GOVINDPURA	MANOJ SINGH	Independent	602	9	
154	Madhya Pradesh - GOVINDPURA	KOMAL SINGH MEENA	Shiv Sena	373	10	
154	Madhya Pradesh - GOVINDPURA	MAYA CHARDE	Independent	272	11	
154	Madhya Pradesh - GOVINDPURA	MANISH MISHRA	Independent	253	12	
154	Madhya Pradesh - GOVINDPURA	M .R. BANJARE	Independent	218	13	
154	Madhya Pradesh - GOVINDPURA	JOLLY SARKAR	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)	209	14	
154	Madhya Pradesh - GOVINDPURA	JITENDRA MOHAN RAI	Independent	196	15	
154	Madhya Pradesh - GOVINDPURA	MANOJ KUMAR RAI	Bhartiya Shakti Chetna Party	131	16	
154	Madhya Pradesh - GOVINDPURA	NAGSEN TAYDE	Indian New Congress Party	117	17	
154	Madhya Pradesh - GOVINDPURA	A. TAHIR KHAN	Independent	109	18	
155	Madhya Pradesh - HUZUR	RAMESHWAR SHARMA	Bharatiya Janata Party	107288	1	15725
155	Madhya Pradesh - HUZUR	NARESH GYANCHANDANI	Indian National Congress	91563	2	15725
155	Madhya Pradesh - HUZUR	None of the Above	None of the Above	2605	3	
155	Madhya Pradesh - HUZUR	D.K.SIRASWAL	Bahujan Samaj Party	2316	4	
155	Madhya Pradesh - HUZUR	DR SAMBHAV KUMAR JAIN	Sapaks Party	1372	5	
155	Madhya Pradesh - HUZUR	REENA SAXENA	Aam Aadmi Party	956	6	
155	Madhya Pradesh - HUZUR	SUNIL KUMAR DODEJA	Independent	595	7	
155	Madhya Pradesh - HUZUR	RADHA	Gondvana Gantantra Party	475	8	
155	Madhya Pradesh - HUZUR	RAJU PATIDAR	Bhartiya Panchyat Party	363	9	
155	Madhya Pradesh - HUZUR	RAJIV VARMA (VANSHKAR)	Shiv Sena	356	10	
155	Madhya Pradesh - HUZUR	PRAVEEN KUMAR SHRIVASTAVA	Independent	336	11	
155	Madhya Pradesh - HUZUR	RAMSUSHIL SHARMA	Savarn Samaj Party	286	12	
155	Madhya Pradesh - HUZUR	ISMEL PANWAR	Independent	242	13	
155	Madhya Pradesh - HUZUR	KAVITA SINGH	Independent	191	14	
156	Madhya Pradesh - BUDHNI	SHIVRAJ SINGH CHOUHAN	Bharatiya Janata Party	123492	1	58999
156	Madhya Pradesh - BUDHNI	ARUN SUBHASHCHANDRA	Indian National Congress	64493	2	58999
156	Madhya Pradesh - BUDHNI	REVARAM SALLAM	Gondvana Gantantra Party	8152	3	
156	Madhya Pradesh - BUDHNI	None of the Above	None of the Above	1764	4	
156	Madhya Pradesh - BUDHNI	SANJEEV KUMAR	Bahujan Samaj Party	1683	5	
156	Madhya Pradesh - BUDHNI	HEMRAJ PETHARI	Independent	1386	6	
156	Madhya Pradesh - BUDHNI	PREM SINGH	Independent	672	7	
156	Madhya Pradesh - BUDHNI	SHEKHAR CHOUHAN	Independent	628	8	
156	Madhya Pradesh - BUDHNI	VIMLESH R B	Aam Aadmi Party	535	9	
156	Madhya Pradesh - BUDHNI	VEENA	Shiv Sena	380	10	
156	Madhya Pradesh - BUDHNI	GUNDESH KUMAR KHAMBRA	Independent	335	11	
156	Madhya Pradesh - BUDHNI	ABDUL RASHID	Independent	328	12	
156	Madhya Pradesh - BUDHNI	RADHESHYAM SHARMA BHOLU	Bharatiya Rashtravadi Samanta Party	307	13	
156	Madhya Pradesh - BUDHNI	PREMNARAYAN	Independent	302	14	
156	Madhya Pradesh - BUDHNI	BRIJESH GUPTA	Jai Lok Party	260	15	
156	Madhya Pradesh - BUDHNI	AMAR SINGH	Independent	233	16	
157	Madhya Pradesh - ASHTA	RAGHUNATH SINGH MALVIYA	Bharatiya Janata Party	92292	1	6044
157	Madhya Pradesh - ASHTA	GOPAL SINGH ENGINEER	Indian National Congress	86248	2	6044
157	Madhya Pradesh - ASHTA	KAMAL SINGH CHAUHAN	Prajatantrik Samadhan Party	17577	3	
157	Madhya Pradesh - ASHTA	SHAILESH VAIDYA	Bahujan Samaj Party	4487	4	
157	Madhya Pradesh - ASHTA	None of the Above	None of the Above	2108	5	
157	Madhya Pradesh - ASHTA	JAGANNATH SINGH	Independent	1181	6	
157	Madhya Pradesh - ASHTA	URMILA	Independent	1013	7	
157	Madhya Pradesh - ASHTA	RAM PRASAD	Shiv Sena	641	8	
157	Madhya Pradesh - ASHTA	GAJPAL SINGH	Independent	431	9	
157	Madhya Pradesh - ASHTA	SOBHAL SISODIYA	Bhartiya Panchyat Party	308	10	
158	Madhya Pradesh - ICHHAWAR	KARAN SINGH VERMA	Bharatiya Janata Party	86958	1	15869
158	Madhya Pradesh - ICHHAWAR	SHAILENDRA PATEL	Indian National Congress	71089	2	15869
158	Madhya Pradesh - ICHHAWAR	KUNVAR TULASIRAM PATEL	Independent	5198	3	
158	Madhya Pradesh - ICHHAWAR	RAJESH JANGDE	Bahujan Samaj Party	2305	4	
158	Madhya Pradesh - ICHHAWAR	None of the Above	None of the Above	1721	5	
158	Madhya Pradesh - ICHHAWAR	DINESH NAGAR REPORTER	Aam Aadmi Party	1112	6	
158	Madhya Pradesh - ICHHAWAR	SANTOSH KUMAR VERMA	Independent	1072	7	
158	Madhya Pradesh - ICHHAWAR	BRIJENDRA TIWARI	Sapaks Party	506	8	
158	Madhya Pradesh - ICHHAWAR	HARIDEV TAMOLIYA	Independent	491	9	
158	Madhya Pradesh - ICHHAWAR	ANIL MALVIYA PATRAKAR	Independent	428	10	
158	Madhya Pradesh - ICHHAWAR	NAVEEN JATAV	Independent	403	11	
158	Madhya Pradesh - ICHHAWAR	PARMANAND	Independent	381	12	
158	Madhya Pradesh - ICHHAWAR	RAJENDRA	Independent	360	13	
158	Madhya Pradesh - ICHHAWAR	PADAM SINGH MALVIYA	Independent	282	14	
158	Madhya Pradesh - ICHHAWAR	GHANSHYAM VERMA	Independent	253	15	
159	Madhya Pradesh - SEHORE	SUDESH RAI	Bharatiya Janata Party	60117	1	20644
159	Madhya Pradesh - SEHORE	SURENDRA SINGH THAKUR	Indian National Congress	39473	2	20644
159	Madhya Pradesh - SEHORE	USHA RAMESH SAXENA	Independent	26397	3	
159	Madhya Pradesh - SEHORE	GAURAV "SUNNY" MAHAJAN	Independent	25916	4	
159	Madhya Pradesh - SEHORE	SUNIL JATAV	Bahujan Samaj Party	1261	5	
159	Madhya Pradesh - SEHORE	None of the Above	None of the Above	1140	6	
159	Madhya Pradesh - SEHORE	KAILASHNARAYAN SHRIVASTAV	Independent	1061	7	
159	Madhya Pradesh - SEHORE	MAKHAN SINGH SOLANKI	Communist Party of India	941	8	
159	Madhya Pradesh - SEHORE	KAMALSINGH	Prajatantrik Samadhan Party	610	9	
159	Madhya Pradesh - SEHORE	MO. AKRAM QURESHI	Independent	494	10	
159	Madhya Pradesh - SEHORE	ENGG. KRISHNAPAL SINGH BAGHEL	Aam Aadmi Party	416	11	
159	Madhya Pradesh - SEHORE	NILESH JAIN (JAIN SAAB)	Shiv Sena	361	12	
160	Madhya Pradesh - NARSINGHGARH	RAJYAVARDHAN SINGH	Bharatiya Janata Party	85335	1	9534
160	Madhya Pradesh - NARSINGHGARH	GIRISH BHANDARI	Indian National Congress	75801	2	9534
160	Madhya Pradesh - NARSINGHGARH	PANKAJ YADAV	Independent	3459	3	
160	Madhya Pradesh - NARSINGHGARH	DR. SHIVNARAYAN VERMA	Bahujan Samaj Party	2605	4	
160	Madhya Pradesh - NARSINGHGARH	None of the Above	None of the Above	1581	5	
160	Madhya Pradesh - NARSINGHGARH	GANGA RAM PATEL S/O BHARAT SINGH	Independent	1183	6	
160	Madhya Pradesh - NARSINGHGARH	HEMRAJ	Independent	666	7	
160	Madhya Pradesh - NARSINGHGARH	MAMATA DIDI	Samajwadi Party	359	8	
160	Madhya Pradesh - NARSINGHGARH	BHAGWAN SINGH MEENA PATRAKAR	Aam Aadmi Party	314	9	
160	Madhya Pradesh - NARSINGHGARH	PANKAJ BHAIYA	Independent	237	10	
160	Madhya Pradesh - NARSINGHGARH	RADHESHYAM MEGHWAL	Bahujan Sangharshh Dal	189	11	
160	Madhya Pradesh - NARSINGHGARH	GANGA RAM PATEL S/O KISHANLAL	Independent	168	12	
161	Madhya Pradesh - BIAORA	GOVARDHAN DANGI	Indian National Congress	75569	1	826
161	Madhya Pradesh - BIAORA	NARAYAN SINGH PANWAR	Bharatiya Janata Party	74743	2	826
161	Madhya Pradesh - BIAORA	MOTILAL LODHA (ANNA SAHAB)	Independent	13238	3	
161	Madhya Pradesh - BIAORA	GOPAL SINGH BHILALA	Bahujan Samaj Party	5664	4	
161	Madhya Pradesh - BIAORA	None of the Above	None of the Above	1481	5	
161	Madhya Pradesh - BIAORA	KALURAM ASHEYA	Aam Aadmi Party	1446	6	
161	Madhya Pradesh - BIAORA	RADHESHYAM DANGI	Independent	1365	7	
161	Madhya Pradesh - BIAORA	YOGESH SHARMA (BANTI)	Independent	823	8	
161	Madhya Pradesh - BIAORA	BALVEER CHOUDHRY PTARKAR	Independent	784	9	
161	Madhya Pradesh - BIAORA	HOKAM SINGH DANGI	Independent	673	10	
161	Madhya Pradesh - BIAORA	USMAN KHAN	Independent	528	11	
162	Madhya Pradesh - RAJGARH	BAPUSINGH TANWAR	Indian National Congress	81921	1	31183
162	Madhya Pradesh - RAJGARH	AMAR SINGH YADAV	Bharatiya Janata Party	50738	2	31183
162	Madhya Pradesh - RAJGARH	PRATAP SINGH MANDLOI	Independent	33494	3	
162	Madhya Pradesh - RAJGARH	GORDHANSINGH TAWAR	Aam Aadmi Party	2125	4	
162	Madhya Pradesh - RAJGARH	None of the Above	None of the Above	1608	5	
162	Madhya Pradesh - RAJGARH	THAKUR J.S. PARMAR	Bahujan Samaj Party	1233	6	
162	Madhya Pradesh - RAJGARH	FAKIRMOHMMAD	Independent	963	7	
162	Madhya Pradesh - RAJGARH	MANISH KUMAR YADAV	Independent	723	8	
162	Madhya Pradesh - RAJGARH	SANJAY GUPTA "PATRAKAR"	Sapaks Party	515	9	
162	Madhya Pradesh - RAJGARH	JASHVANT	Independent	381	10	
162	Madhya Pradesh - RAJGARH	IMAMUDDIN KHAN	Independent	281	11	
162	Madhya Pradesh - RAJGARH	AMAR SINGH	Independent	249	12	
163	Madhya Pradesh - KHILCHIPUR	PRIYAVRAT SINGH	Indian National Congress	101854	1	29756
163	Madhya Pradesh - KHILCHIPUR	HAJARILAL DANGI	Bharatiya Janata Party	72098	2	29756
163	Madhya Pradesh - KHILCHIPUR	INDERSINGH VARMA	Bahujan Samaj Party	1746	3	
163	Madhya Pradesh - KHILCHIPUR	None of the Above	None of the Above	1230	4	
163	Madhya Pradesh - KHILCHIPUR	IRSHAD MOHAMMAD	Janata Congress	1134	5	
163	Madhya Pradesh - KHILCHIPUR	KAMALSINGH	Independent	866	6	
163	Madhya Pradesh - KHILCHIPUR	SANTOSH BAI	Independent	790	7	
163	Madhya Pradesh - KHILCHIPUR	BHARAT SINGH CHOUDHARY	Shiv Sena	533	8	
163	Madhya Pradesh - KHILCHIPUR	BABU ALI	Aam Aadmi Party	214	9	
163	Madhya Pradesh - KHILCHIPUR	ISHAK	Rashtriya Jankranti Party	206	10	
164	Madhya Pradesh - SARANGPUR	KUNWARJI KOTHAR	Bharatiya Janata Party	75005	1	4381
164	Madhya Pradesh - SARANGPUR	KALA MAHESH MALVIYA	Indian National Congress	70624	2	4381
164	Madhya Pradesh - SARANGPUR	DURGESH AHIRWAR	Bahujan Samaj Party	1999	3	
164	Madhya Pradesh - SARANGPUR	None of the Above	None of the Above	1590	4	
164	Madhya Pradesh - SARANGPUR	MOHANLAL RAMPURIA	Independent	1142	5	
164	Madhya Pradesh - SARANGPUR	BANSHILAL	Independent	327	6	
164	Madhya Pradesh - SARANGPUR	BALRAM VERMA	Bahujan Sangharshh Dal	295	7	
164	Madhya Pradesh - SARANGPUR	ENG. SATYENDRA JATAV	Aam Aadmi Party	266	8	
165	Madhya Pradesh - SUSNER	VIKARAM SINGH RANA GUDDU BHAI	Independent	75804	1	27062
165	Madhya Pradesh - SUSNER	MAHENDRA BHAIRU SINGH BAPU	Indian National Congress	48742	2	27062
165	Madhya Pradesh - SUSNER	MURLIDHAR PATIDAR	Bharatiya Janata Party	43880	3	
165	Madhya Pradesh - SUSNER	PHOOL CHAND MALVIYA	Bahujan Samaj Party	4598	4	
165	Madhya Pradesh - SUSNER	None of the Above	None of the Above	2842	5	
165	Madhya Pradesh - SUSNER	GOVIND SINGH	Aam Aadmi Party	1567	6	
165	Madhya Pradesh - SUSNER	MAHENDRA SINGH PARIHAR	Independent	1293	7	
165	Madhya Pradesh - SUSNER	AJAB SINGH	Independent	511	8	
165	Madhya Pradesh - SUSNER	HARIOM SONI	Shiv Sena	485	9	
165	Madhya Pradesh - SUSNER	MOHSIN BHANEJ	Janata Congress	346	10	
166	Madhya Pradesh - AGAR	MANOHAR UNTWAL	Bharatiya Janata Party	82146	1	2490
166	Madhya Pradesh - AGAR	VIPIN WANKHEDE	Indian National Congress	79656	2	2490
166	Madhya Pradesh - AGAR	None of the Above	None of the Above	2160	3	
166	Madhya Pradesh - AGAR	BABULAL MALVIYA	Aam Aadmi Party	2039	4	
166	Madhya Pradesh - AGAR	GOVIND SURYAVANSHI	Bahujan Samaj Party	1978	5	
166	Madhya Pradesh - AGAR	SUNIL TULSEERAM ASTAY	Bahujan Sangharshh Dal	1699	6	
166	Madhya Pradesh - AGAR	AMIT PHATROD	Independent	1066	7	
166	Madhya Pradesh - AGAR	MADHU GEHLOT	Independent	1046	8	
166	Madhya Pradesh - AGAR	RAJESH GOYAL	Prajatantrik Samadhan Party	465	9	
167	Madhya Pradesh - SHAJAPUR	KARADA HUKUMSINGH	Indian National Congress	89940	1	44979
167	Madhya Pradesh - SHAJAPUR	ARUN BHIMAWAD	Bharatiya Janata Party	44961	2	44979
167	Madhya Pradesh - SHAJAPUR	J.P. MANDLOI	Independent	37841	3	
167	Madhya Pradesh - SHAJAPUR	CHOUKHUTIYA RAJENDRASINGH	Bahujan Samaj Party	4150	4	
167	Madhya Pradesh - SHAJAPUR	None of the Above	None of the Above	2072	5	
167	Madhya Pradesh - SHAJAPUR	SHANKARLAL PATIDAR	Independent	1519	6	
167	Madhya Pradesh - SHAJAPUR	JIYAUR RAHMAN (JIYA LALA)	Aam Aadmi Party	1233	7	
167	Madhya Pradesh - SHAJAPUR	KOHLI BHERULAL	Prajatantrik Samadhan Party	587	8	
167	Madhya Pradesh - SHAJAPUR	MUKESH KUMAR	Independent	530	9	
167	Madhya Pradesh - SHAJAPUR	BAHMANAND	Independent	452	10	
167	Madhya Pradesh - SHAJAPUR	ARUN PATIDAR	Independent	312	11	
167	Madhya Pradesh - SHAJAPUR	OMPRAKASH VERMA	Independent	288	12	
167	Madhya Pradesh - SHAJAPUR	BHAGWATI SADHVI	Shiv Sena	240	13	
168	Madhya Pradesh - SHUJALPUR	INDER SINGH PARMAR	Bharatiya Janata Party	78952	1	5623
168	Madhya Pradesh - SHUJALPUR	RAMVEER SINGH SIKARWAR	Indian National Congress	73329	2	5623
168	Madhya Pradesh - SHUJALPUR	JAY SHINGH MISTREE	Bahujan Samaj Party	2046	3	
168	Madhya Pradesh - SHUJALPUR	None of the Above	None of the Above	1881	4	
168	Madhya Pradesh - SHUJALPUR	GOVIND SINGH	Bahujan Sangharshh Dal	1553	5	
168	Madhya Pradesh - SHUJALPUR	NAVIN KUMAR VARMA (PANDIT)	Independent	990	6	
168	Madhya Pradesh - SHUJALPUR	SHRI SURAJ SHINGH JI PARMAR ( JIYAJI )	Aam Aadmi Party	489	7	
168	Madhya Pradesh - SHUJALPUR	RAMESH YADVA (BHANEJ)	Independent	446	8	
168	Madhya Pradesh - SHUJALPUR	SANT PREETAM MAHARAJ	Shiv Sena	434	9	
168	Madhya Pradesh - SHUJALPUR	RAJENDRA MAHAJAN	Sapaks Party	376	10	
168	Madhya Pradesh - SHUJALPUR	DINESH SHINDAL	Prajatantrik Samadhan Party	267	11	
169	Madhya Pradesh - KALAPIPAL	KUNAL CHOUDHARY	Indian National Congress	86249	1	13699
169	Madhya Pradesh - KALAPIPAL	BABULAL VERMA	Bharatiya Janata Party	72550	2	13699
169	Madhya Pradesh - KALAPIPAL	None of the Above	None of the Above	1809	3	
169	Madhya Pradesh - KALAPIPAL	RAJESH BADODIYA	Bahujan Samaj Party	1393	4	
169	Madhya Pradesh - KALAPIPAL	DR. SUBHASH SHARMA	Sapaks Party	1268	5	
169	Madhya Pradesh - KALAPIPAL	RAKESH PURBIYA	Bahujan Sangharshh Dal	745	6	
169	Madhya Pradesh - KALAPIPAL	SUNIL PATEL	Shiv Sena	713	7	
169	Madhya Pradesh - KALAPIPAL	ANIL KUMAR MALVIYA	Prajatantrik Samadhan Party	487	8	
169	Madhya Pradesh - KALAPIPAL	MAKHAN SINGH PARMAR	Aam Aadmi Party	317	9	
170	Madhya Pradesh - SONKATCH	SAJJAN SINGH VERMA	Indian National Congress	86396	1	9818
170	Madhya Pradesh - SONKATCH	RAJENDRA PHULCHAND VERMA	Bharatiya Janata Party	76578	2	9818
170	Madhya Pradesh - SONKATCH	BABULAL CHOUHAN	Bahujan Samaj Party	3657	3	
170	Madhya Pradesh - SONKATCH	DHARMRAJ PRADHAN	Independent	2263	4	
170	Madhya Pradesh - SONKATCH	None of the Above	None of the Above	1975	5	
170	Madhya Pradesh - SONKATCH	PRAHLAD RATHORE	Aam Aadmi Party	1332	6	
170	Madhya Pradesh - SONKATCH	RAJENDRA VERMA	Independent	1249	7	
170	Madhya Pradesh - SONKATCH	SAGAR (SAJJAN BHAIYA)	Independent	903	8	
170	Madhya Pradesh - SONKATCH	DHARMENDRA SOLANKY	Independent	614	9	
170	Madhya Pradesh - SONKATCH	AKHILESH BAGRI BALON	Independent	563	10	
170	Madhya Pradesh - SONKATCH	MADANLAL SOLANKI	Prajatantrik Samadhan Party	514	11	
170	Madhya Pradesh - SONKATCH	MOHANLAL REKWAL	Bahujan Sangharshh Dal	305	12	
170	Madhya Pradesh - SONKATCH	DEEPAK MALVIYA	Independent	245	13	
171	Madhya Pradesh - DEWAS	GAYATRI RAJE PUAR	Bharatiya Janata Party	103456	1	27987
171	Madhya Pradesh - DEWAS	THAKUR JAYSINGH	Indian National Congress	75469	2	27987
171	Madhya Pradesh - DEWAS	DILIP BANGAR	Independent	2362	3	
171	Madhya Pradesh - DEWAS	None of the Above	None of the Above	1871	4	
171	Madhya Pradesh - DEWAS	SHAIKH QUTUBUDDIN	Bahujan Samaj Party	1827	5	
171	Madhya Pradesh - DEWAS	SADHANA PRAJAPATI	Independent	770	6	
171	Madhya Pradesh - DEWAS	ISHWAR SINGH	Sapaks Party	496	7	
171	Madhya Pradesh - DEWAS	MUNNI SHATH RAJANDR SHARMA	Independent	424	8	
171	Madhya Pradesh - DEWAS	HIMANSHU SHRIVASTAVA	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)	398	9	
171	Madhya Pradesh - DEWAS	KU. SUNIL SINGH THAKUR	Aam Aadmi Party	247	10	
171	Madhya Pradesh - DEWAS	RAMPARSAD	Bahujan Sangharshh Dal	234	11	
171	Madhya Pradesh - DEWAS	SESHAN KALYANE	Prajatantrik Samadhan Party	173	12	
171	Madhya Pradesh - DEWAS	ALAKHNATH URF BHAGWAN NATH	Independent	147	13	
172	Madhya Pradesh - HATPIPLIYA	MANOJ NARAYAN SINGH CHOUDHARY	Indian National Congress	83337	1	13519
172	Madhya Pradesh - HATPIPLIYA	DEEPAK KAILASH JOSHI	Bharatiya Janata Party	69818	2	13519
172	Madhya Pradesh - HATPIPLIYA	SANTOSH- KHANGODE	Bahujan Samaj Party	2347	3	
172	Madhya Pradesh - HATPIPLIYA	None of the Above	None of the Above	1847	4	
172	Madhya Pradesh - HATPIPLIYA	HAMID ALI	Independent	772	5	
172	Madhya Pradesh - HATPIPLIYA	ISHVAR CHOUDHARY	Independent	484	6	
172	Madhya Pradesh - HATPIPLIYA	RADHESHYAM GANGULI	Bahujan Sangharshh Dal	440	7	
172	Madhya Pradesh - HATPIPLIYA	C.A. MAHENDRA SINGH	Aam Aadmi Party	404	8	
172	Madhya Pradesh - HATPIPLIYA	BABLU KHAN	Independent	360	9	
173	Madhya Pradesh - KHATEGAON	AASHISH GOVIND SHARMA	Bharatiya Janata Party	71984	1	7772
173	Madhya Pradesh - KHATEGAON	OM PATEL	Indian National Congress	64212	2	7772
173	Madhya Pradesh - KHATEGAON	MOHAN PATEL UIKEY	Gondvana Gantantra Party	19004	3	
173	Madhya Pradesh - KHATEGAON	KAMAL PATEL	Independent	8404	4	
173	Madhya Pradesh - KHATEGAON	SHRINIWAS BAKLIWAL	Bahujan Samaj Party	2474	5	
173	Madhya Pradesh - KHATEGAON	None of the Above	None of the Above	2052	6	
173	Madhya Pradesh - KHATEGAON	SANDEEP YADAV	Shiv Sena	1134	7	
173	Madhya Pradesh - KHATEGAON	PRAHLAD HARISINGH KARMA	Independent	1117	8	
173	Madhya Pradesh - KHATEGAON	REVARAM JAT (MUNCHH)	Aam Aadmi Party	750	9	
173	Madhya Pradesh - KHATEGAON	DALCHAND JAT	Sapaks Party	571	10	
173	Madhya Pradesh - KHATEGAON	ASHOK GURJAR	Bhartiya Veer Dal	339	11	
173	Madhya Pradesh - KHATEGAON	AKHTAR RAMJAN KHA	Rashtriya Samanta Dal	303	12	
174	Madhya Pradesh - BAGLI	KANNOJE PAHADSINGH	Bharatiya Janata Party	89417	1	11843
174	Madhya Pradesh - BAGLI	KAMAL WASKALE	Indian National Congress	77574	2	11843
174	Madhya Pradesh - BAGLI	TERSINGH DEVDA	Independent	8234	3	
174	Madhya Pradesh - BAGLI	None of the Above	None of the Above	3086	4	
174	Madhya Pradesh - BAGLI	MUKESH KUMAR BHILALA	Bahujan Samaj Party	2136	5	
174	Madhya Pradesh - BAGLI	SURESH MORYA	Independent	1934	6	
174	Madhya Pradesh - BAGLI	MOJEELAL AKHADIYA	Aam Aadmi Party	1102	7	
174	Madhya Pradesh - BAGLI	PRAHLAD HARISINGH KARMA	Independent	571	8	
174	Madhya Pradesh - BAGLI	BHIMSINGH	Bahujan Sangharshh Dal	479	9	
174	Madhya Pradesh - BAGLI	DASHRATH SINGH THAKUR	Independent	477	10	
175	Madhya Pradesh - MANDHATA	NARAYAN PATEL	Indian National Congress	71228	1	1236
175	Madhya Pradesh - MANDHATA	KU.NARENDRA SINGH TOMAR	Bharatiya Janata Party	69992	2	1236
175	Madhya Pradesh - MANDHATA	BLIRAM DEVRA	Gondvana Gantantra Party	3305	3	
175	Madhya Pradesh - MANDHATA	DR.BHAKTPRAHLAD MISHRA	Aam Aadmi Party	1891	4	
175	Madhya Pradesh - MANDHATA	ANIL GHANSHYAM	Bahujan Samaj Party	1794	5	
175	Madhya Pradesh - MANDHATA	None of the Above	None of the Above	1575	6	
175	Madhya Pradesh - MANDHATA	PRANAY NAVAL KISHOR GUPTA	Independent	1046	7	
176	Madhya Pradesh - HARSUD	KUNWAR VIJAY SHAH	Bharatiya Janata Party	80556	1	18949
176	Madhya Pradesh - HARSUD	SUKHRAM SALVE	Indian National Congress	61607	2	18949
176	Madhya Pradesh - HARSUD	None of the Above	None of the Above	4385	3	
176	Madhya Pradesh - HARSUD	VIJAY SINGH S/O RAMSINGH UIKEY	Bahujan Samaj Party	1981	4	
176	Madhya Pradesh - HARSUD	DAYARAM	Shiv Sena	1749	5	
176	Madhya Pradesh - HARSUD	BINDIYABAI	Independent	1616	6	
176	Madhya Pradesh - HARSUD	BHAIYALAL MAIKAL	Independent	1607	7	
176	Madhya Pradesh - HARSUD	RADHE SHYAM DARSHEEMA	Gondvana Gantantra Party	709	8	
176	Madhya Pradesh - HARSUD	PRAMILA CHOHAN	Aam Aadmi Party	709	9	
177	Madhya Pradesh - KHANDWA	DEVENDRA VERMA	Bharatiya Janata Party	77123	1	19137
177	Madhya Pradesh - KHANDWA	KUNDAN MALVIYA	Indian National Congress	57986	2	19137
177	Madhya Pradesh - KHANDWA	KAUSHAL MEHRA	Independent	26492	3	
177	Madhya Pradesh - KHANDWA	None of the Above	None of the Above	2581	4	
177	Madhya Pradesh - KHANDWA	BHAIYYA RAJKUMAR KAITHVAS	Independent	2207	5	
177	Madhya Pradesh - KHANDWA	SAMPAT PACHORE ADVOCATE	Bahujan Samaj Party	1216	6	
177	Madhya Pradesh - KHANDWA	SANJAY MEDHEKAR	Aam Aadmi Party	1203	7	
177	Madhya Pradesh - KHANDWA	PANNALAL GINARE	Independent	750	8	
178	Madhya Pradesh - PANDHANA	RAM DANGORE	Bharatiya Janata Party	91844	1	23750
178	Madhya Pradesh - PANDHANA	CHHAYA MORE	Indian National Congress	68094	2	23750
178	Madhya Pradesh - PANDHANA	RUPALI NANDU BARE	Independent	25456	3	
178	Madhya Pradesh - PANDHANA	None of the Above	None of the Above	5477	4	
178	Madhya Pradesh - PANDHANA	PREM DODWE	Independent	2591	5	
178	Madhya Pradesh - PANDHANA	BAHADUR SINGH DAVAR	Bahujan Samaj Party	1988	6	
178	Madhya Pradesh - PANDHANA	REKHA MORE	Bahujan Sangharshh Dal	1737	7	
