Constituency No.	Constituency Name	Candidate Name	Party	Votes Polled	Position	Win/Lose Margin
127	Rajasthan - Sardarpura	MADANLAL	Independent	123	13	
127	Rajasthan - Sardarpura	PRADEEP KUMAR GEHLOT	Independent	83	14	
127	Rajasthan - Sardarpura	ARUN CHOUDHARY	Independent	76	15	
127	Rajasthan - Sardarpura	PRADEEP RAM CHOUDHARY	Independent	75	16	
127	Rajasthan - Sardarpura	NILOFAR KHAN	Dalit Kranti Dal	74	17	
127	Rajasthan - Sardarpura	PAWAN KUMAR MEHTA	Independent	54	18	
128	Rajasthan - Jodhpur	MANISHA PANWAR	Indian National Congress	64172	1	5849
128	Rajasthan - Jodhpur	ATUL BHANSALI	Bharatiya Janata Party	58323	2	5849
128	Rajasthan - Jodhpur	RAVINDRA SINGH RANAWAT	Independent	1282	3	
128	Rajasthan - Jodhpur	None of the Above	None of the Above	1107	4	
128	Rajasthan - Jodhpur	ANIL PANWAR	Independent	452	5	
128	Rajasthan - Jodhpur	ANIL ACHARYA	Abhinav Rajasthan Party	391	6	
128	Rajasthan - Jodhpur	VIJAY RAO	Independent	369	7	
128	Rajasthan - Jodhpur	DR. ANIL UPADHYAY	Bahujan Samaj Party	347	8	
128	Rajasthan - Jodhpur	ANIL KOTHARI	Shiv Sena	209	9	
128	Rajasthan - Jodhpur	JABAR SINGH	Aam Aadmi Party	208	10	
128	Rajasthan - Jodhpur	LAKHAN	Independent	162	11	
128	Rajasthan - Jodhpur	SOHAN LAL CHOUDHARY	Bharat Vahini Party	147	12	
128	Rajasthan - Jodhpur	VIRENDRA	Dalit Kranti Dal	147	13	
128	Rajasthan - Jodhpur	MOHAMMED ARIF	Independent	99	14	
128	Rajasthan - Jodhpur	GHANSHYAM MEWARA	Independent	66	15	
128	Rajasthan - Jodhpur	ASHRAF KHAN	Independent	65	16	
128	Rajasthan - Jodhpur	LAXMI DEVI	People’s Liberal Party	40	17	
129	Rajasthan - Soorsagar	SURYAKANTA VYAS	Bharatiya Janata Party	86885	1	5763
129	Rajasthan - Soorsagar	PROFESSOR AYYUB KHAN	Indian National Congress	81122	2	5763
129	Rajasthan - Soorsagar	None of the Above	None of the Above	2294	3	
129	Rajasthan - Soorsagar	GHASIRAM BHATI	Bahujan Samaj Party	1676	4	
129	Rajasthan - Soorsagar	VIKAS SHARMA	Bharat Vahini Party	1009	5	
129	Rajasthan - Soorsagar	SAMPAT PUNIYA	Independent	919	6	
129	Rajasthan - Soorsagar	ALKA SHARMA	Aam Aadmi Party	899	7	
129	Rajasthan - Soorsagar	JANAK SONI	Independent	580	8	
129	Rajasthan - Soorsagar	VIRENDRA PURI	Independent	515	9	
129	Rajasthan - Soorsagar	SAMPAT RAJ MEGHWAL	Independent	395	10	
129	Rajasthan - Soorsagar	YOGESH	Independent	377	11	
129	Rajasthan - Soorsagar	RAMESH	Independent	337	12	
129	Rajasthan - Soorsagar	GANESH SINGH JODHA	Independent	186	13	
129	Rajasthan - Soorsagar	SANDEEP GODARA	Abhinav Rajasthan Party	156	14	
129	Rajasthan - Soorsagar	SATYANARAYAN PRAJAPAT	Republican Party of India (Reformist)	125	15	
129	Rajasthan - Soorsagar	ANAND PRAKASH	Independent	118	16	
130	Rajasthan - Luni	MAHENDRA VISHNOI	Indian National Congress	84979	1	9157
130	Rajasthan - Luni	JOGARAM PATEL	Bharatiya Janata Party	75822	2	9157
130	Rajasthan - Luni	BHANWAR LAL	Rashtriya Loktantrik Party	30662	3	
130	Rajasthan - Luni	PAPPU SINGH	Bahujan Samaj Party	23750	4	
130	Rajasthan - Luni	None of the Above	None of the Above	2315	5	
130	Rajasthan - Luni	ANAND SINGH	Nationalist People's Front	1514	6	
130	Rajasthan - Luni	MADAN DAS	Naya Bharat Party	1224	7	
130	Rajasthan - Luni	BHALLA RAM	Independent	973	8	
130	Rajasthan - Luni	KAILASH KUMAR	Independent	934	9	
130	Rajasthan - Luni	PREM SINGH	Aam Aadmi Party	898	10	
131	Rajasthan - Bilara	HEERARAM	Indian National Congress	75671	1	9618
131	Rajasthan - Bilara	ARJUN LAL	Bharatiya Janata Party	66053	2	9618
131	Rajasthan - Bilara	VIJENDRA JHALA	Rashtriya Loktantrik Party	37796	3	
131	Rajasthan - Bilara	None of the Above	None of the Above	2387	4	
131	Rajasthan - Bilara	MANGILAL	Abhinav Rajasthan Party	1952	5	
131	Rajasthan - Bilara	PUKHRAJ SONEL	Independent	1265	6	
132	Rajasthan - Jaisalmer	ROOPARAM	Indian National Congress	106531	1	29778
132	Rajasthan - Jaisalmer	SANGSINGH BHATI	Bharatiya Janata Party	76753	2	29778
132	Rajasthan - Jaisalmer	None of the Above	None of the Above	1484	3	
132	Rajasthan - Jaisalmer	VEER SINGH BHATI	Bharat Vahini Party	1429	4	
132	Rajasthan - Jaisalmer	RENWATA RAM	Independent	767	5	
132	Rajasthan - Jaisalmer	BAHADUR KHAN	Independent	738	6	
133	Rajasthan - Pokaran	SHALE MOHAMMAD	Indian National Congress	82964	1	872
133	Rajasthan - Pokaran	PRATAPPURI	Bharatiya Janata Party	82092	2	872
133	Rajasthan - Pokaran	PARAMARAM	Independent	2748	3	
133	Rajasthan - Pokaran	TULCHHARAM	Bahujan Samaj Party	2187	4	
133	Rajasthan - Pokaran	None of the Above	None of the Above	1122	5	
133	Rajasthan - Pokaran	PUKHRAJ	Independent	956	6	
134	Rajasthan - Sheo	AMEEN KHAN	Indian National Congress	84338	1	23554
134	Rajasthan - Sheo	KHANGAR SINGH SODHA	Bharatiya Janata Party	60784	2	23554
134	Rajasthan - Sheo	UDARAM MEGHWAL	Rashtriya Loktantrik Party	50944	3	
134	Rajasthan - Sheo	NARANARAM	Bahujan Samaj Party	3316	4	
134	Rajasthan - Sheo	None of the Above	None of the Above	3059	5	
134	Rajasthan - Sheo	TOGA RAM	Bahujan Sangharshh Dal	2035	6	
135	Rajasthan - Barmer	MEWARAM JAIN	Indian National Congress	97874	1	33047
135	Rajasthan - Barmer	COL. SONARAM CHOUDHARY (RETD)	Bharatiya Janata Party	64827	2	33047
135	Rajasthan - Barmer	RAHUL KUMAR	Independent	13678	3	
135	Rajasthan - Barmer	NANAK DAS DHARIWAL	Communist Party of India	2488	4	
135	Rajasthan - Barmer	RAJENDRA KUMAR	Bahujan Samaj Party	2325	5	
135	Rajasthan - Barmer	None of the Above	None of the Above	2048	6	
135	Rajasthan - Barmer	SHANKAR LAL	Independent	1969	7	
135	Rajasthan - Barmer	KHARTHARAM CHOUDHARY	Abhinav Rajasthan Party	1743	8	
135	Rajasthan - Barmer	JUGTA RAM	Independent	1462	9	
136	Rajasthan - Baytu	HARISH CHOUDHARY	Indian National Congress	57703	1	13803
136	Rajasthan - Baytu	UMMEDA RAM	Rashtriya Loktantrik Party	43900	2	13803
136	Rajasthan - Baytu	KAILASH CHOUDHARY	Bharatiya Janata Party	39392	3	
136	Rajasthan - Baytu	KISHORE SINGH	Bahujan Samaj Party	27677	4	
136	Rajasthan - Baytu	None of the Above	None of the Above	2754	5	
136	Rajasthan - Baytu	UMEEDA RAM AKA AMIT NAYAK	Independent	2613	6	
136	Rajasthan - Baytu	MAGA RAM	Dalit Soshit Pichhara Varg Adhikar Dal	2259	7	
136	Rajasthan - Baytu	PEMA RAM	Independent	1697	8	
136	Rajasthan - Baytu	KARNARAM	Abhinav Rajasthan Party	1268	9	
136	Rajasthan - Baytu	JOGA RAM	Aam Aadmi Party	714	10	
136	Rajasthan - Baytu	BHANA RAM	Rashtriya Jankranti Party	701	11	
137	Rajasthan - Pachpadra	MADAN PRAJAPAT	Indian National Congress	69393	1	2395
137	Rajasthan - Pachpadra	AMARA RAM	Bharatiya Janata Party	66998	2	2395
137	Rajasthan - Pachpadra	NARAYANRAM CHOUDHARY	Rashtriya Loktantrik Party	6882	3	
137	Rajasthan - Pachpadra	SHYAMLAL	Bahujan Samaj Party	6370	4	
137	Rajasthan - Pachpadra	HUKAM SINGH	Independent	3284	5	
137	Rajasthan - Pachpadra	None of the Above	None of the Above	3260	6	
137	Rajasthan - Pachpadra	PANNALAL	Shiv Sena	2698	7	
137	Rajasthan - Pachpadra	NATHU RAM	Bharat Vahini Party	1073	8	
137	Rajasthan - Pachpadra	MADANPURI	Independent	788	9	
137	Rajasthan - Pachpadra	SURESH PAL	Bharatiya Yuva Shakti	640	10	
137	Rajasthan - Pachpadra	MANGILAL	Aam Aadmi Party	400	11	
137	Rajasthan - Pachpadra	BASANT SHARMA	Independent	314	12	
138	Rajasthan - Siwana	HAMEER SINGH BHAYAL	Bharatiya Janata Party	50657	1	957
138	Rajasthan - Siwana	BALARAM	Independent	49700	2	957
138	Rajasthan - Siwana	PANKAJ PRATAP SINGH	Indian National Congress	20145	3	
138	Rajasthan - Siwana	SATARAM	Rashtriya Loktantrik Party	19124	4	
138	Rajasthan - Siwana	SHEITAN SINGH	Independent	2806	5	
138	Rajasthan - Siwana	SUJARAM	Bahujan Samaj Party	2625	6	
138	Rajasthan - Siwana	KISHAN LAL	Shiv Sena	2555	7	
138	Rajasthan - Siwana	JABARA RAM PRAJAPAT	Aam Aadmi Party	2045	8	
138	Rajasthan - Siwana	PRAKASH	Independent	1985	9	
138	Rajasthan - Siwana	MOTI RAM MEGHWAL	Bahujan Mukti Party	1566	10	
138	Rajasthan - Siwana	KANTILAL	Independent	1513	11	
138	Rajasthan - Siwana	REWAT KUMAR	Independent	1108	12	
138	Rajasthan - Siwana	POPAT LAL	Independent	953	13	
138	Rajasthan - Siwana	None of the Above	None of the Above	816	14	
138	Rajasthan - Siwana	DUNGAR SINGH ARTHANDI	Abhinav Rajasthan Party	775	15	
138	Rajasthan - Siwana	PARAS MAL	Independent	710	16	
138	Rajasthan - Siwana	MANOHAR SINGH	Rashtriya Samaj Paksha	564	17	
139	Rajasthan - Gudhamalani	HEMARAM CHOUDHARY	Indian National Congress	93433	1	13564
139	Rajasthan - Gudhamalani	LADU RAM	Bharatiya Janata Party	79869	2	13564
139	Rajasthan - Gudhamalani	VIJAY SINGH	Rashtriya Loktantrik Party	4461	3	
139	Rajasthan - Gudhamalani	HANUMAN CHOUDHARY	Aam Aadmi Party	3031	4	
139	Rajasthan - Gudhamalani	PAWAN KUMAR	Bahujan Samaj Party	2920	5	
139	Rajasthan - Gudhamalani	ADARAM MEGHWAL	Bahujan Mukti Party	2343	6	
139	Rajasthan - Gudhamalani	None of the Above	None of the Above	2012	7	
139	Rajasthan - Gudhamalani	BHIKHARAM PRAJAPAT	Independent	1896	8	
139	Rajasthan - Gudhamalani	RAMARAM PRAJAPAT	Dalit Soshit Pichhara Varg Adhikar Dal	534	9	
139	Rajasthan - Gudhamalani	LADHURAM BISHNOI	Naya Bharat Party	492	10	
140	Rajasthan - Chohtan	PADMARAM	Indian National Congress	83601	1	4262
140	Rajasthan - Chohtan	ADU RAM MEGHWAL	Bharatiya Janata Party	79339	2	4262
140	Rajasthan - Chohtan	SURTA RAM MEGHWAL	Rashtriya Loktantrik Party	24036	3	
140	Rajasthan - Chohtan	None of the Above	None of the Above	5391	4	
140	Rajasthan - Chohtan	DHOORA RAM	Bharatiya Yuva Shakti	3625	5	
140	Rajasthan - Chohtan	RAVINDRA KUMAR MEGHWAL	Bahujan Samaj Party	3314	6	
140	Rajasthan - Chohtan	NAINARAM	Aam Aadmi Party	1810	7	
141	Rajasthan - Ahore	CHHAGANSINGH	Bharatiya Janata Party	74928	1	31048
141	Rajasthan - Ahore	SAVARAM PATEL	Indian National Congress	43880	2	31048
141	Rajasthan - Ahore	PANKAJ	Bahujan Samaj Party	22808	3	
141	Rajasthan - Ahore	None of the Above	None of the Above	3111	4	
141	Rajasthan - Ahore	JAGDISH CHOUDHARY	Independent	2684	5	
141	Rajasthan - Ahore	CHHAGNARAM	Hindustan Janta Party	1204	6	
141	Rajasthan - Ahore	MILAP CHAND JAIN	Independent	1091	7	
141	Rajasthan - Ahore	LAL CHAND	Independent	1021	8	
141	Rajasthan - Ahore	NIMBARAM	Independent	644	9	
141	Rajasthan - Ahore	BALWANT SINGH	Shiv Sena	311	10	
141	Rajasthan - Ahore	DINESH KUMAR	Aam Aadmi Party	255	11	
141	Rajasthan - Ahore	PRAKASH SINGH	Abhinav Rajasthan Party	189	12	
142	Rajasthan - Jalore	JOGESHWAR GARG	Bharatiya Janata Party	95086	1	35234
142	Rajasthan - Jalore	MANJU MEGHWAL	Indian National Congress	59852	2	35234
142	Rajasthan - Jalore	None of the Above	None of the Above	4130	3	
142	Rajasthan - Jalore	OM PRAKASH CHOUHAN	Bharat Vahini Party	2190	4	
142	Rajasthan - Jalore	BHEEMARAM	Bahujan Mukti Party	1842	5	
143	Rajasthan - Bhinmal	POORARAM CHOUDHARY	Bharatiya Janata Party	78893	1	9646
143	Rajasthan - Bhinmal	SAMARJIT SINGH	Indian National Congress	69247	2	9646
143	Rajasthan - Bhinmal	RAMESH	Independent	13564	3	
143	Rajasthan - Bhinmal	KRISHAN KUMAR	Bahujan Samaj Party	6434	4	
143	Rajasthan - Bhinmal	NANDA DEVI	Aam Aadmi Party	5535	5	
143	Rajasthan - Bhinmal	None of the Above	None of the Above	3492	6	
143	Rajasthan - Bhinmal	REKHARAM	Independent	2055	7	
143	Rajasthan - Bhinmal	BHABHOOTA RAM CHOUDHARY	Independent	1297	8	
143	Rajasthan - Bhinmal	TEEKMA RAM BHATI	Independent	710	9	
143	Rajasthan - Bhinmal	FOJARAM	Bahujan Mukti Party	656	10	
143	Rajasthan - Bhinmal	POORAN SINGH	Abhinav Rajasthan Party	555	11	
143	Rajasthan - Bhinmal	KRISHAN KUMAR RAJPUROHIT	Independent	454	12	
144	Rajasthan - Sanchore	SUKHRAM VISHNOI	Indian National Congress	84689	1	25918
144	Rajasthan - Sanchore	DANA RAM CHOUDHARY	Bharatiya Janata Party	58771	2	25918
144	Rajasthan - Sanchore	JIVARAM CHOUDHARY	Independent	49693	3	
144	Rajasthan - Sanchore	RAMESH KUMAR	Bahujan Samaj Party	22496	4	
144	Rajasthan - Sanchore	None of the Above	None of the Above	3209	5	
144	Rajasthan - Sanchore	AMBARAM	Bahujan Mukti Party	1862	6	
144	Rajasthan - Sanchore	MASARARAM	Independent	1703	7	
144	Rajasthan - Sanchore	SHANKAR LAL DARJI	Independent	1617	8	
144	Rajasthan - Sanchore	DINESH SINGH	Independent	1217	9	
144	Rajasthan - Sanchore	SAWAI SINGH	Aam Aadmi Party	706	10	
144	Rajasthan - Sanchore	BHARAT KUMAR	Shiv Sena	575	11	
144	Rajasthan - Sanchore	GAJENDRA SINGH	Bharat Vahini Party	457	12	
144	Rajasthan - Sanchore	PURARAM SUTHAR	Rashtriya Sarvjan Vikas Party	373	13	
144	Rajasthan - Sanchore	DR. BUDHARAM VISHNOI	Abhinav Rajasthan Party	372	14	
145	Rajasthan - Raniwara	NARAYAN SINGH DEWAL	Bharatiya Janata Party	88887	1	3405
145	Rajasthan - Raniwara	RATAN	Indian National Congress	85482	2	3405
145	Rajasthan - Raniwara	None of the Above	None of the Above	3148	3	
145	Rajasthan - Raniwara	POPAT LAL MEGHWAL	Bahujan Samaj Party	2675	4	
145	Rajasthan - Raniwara	BABU LAL	Aam Aadmi Party	2195	5	
145	Rajasthan - Raniwara	BHARAT KUMAR MEGHWAL	Independent	1876	6	
145	Rajasthan - Raniwara	LAKHARAM	Independent	869	7	
145	Rajasthan - Raniwara	AMARA RAM DEWASI	Independent	630	8	
146	Rajasthan - Sirohi	SANYAM LODHA	Independent	81272	1	10253
146	Rajasthan - Sirohi	OTARAM DEVASI	Bharatiya Janata Party	71019	2	10253
146	Rajasthan - Sirohi	JIVA RAM ARYA	Indian National Congress	14656	3	
146	Rajasthan - Sirohi	None of the Above	None of the Above	2621	4	
146	Rajasthan - Sirohi	TEJRAJ SOLANKI	Independent	1966	5	
146	Rajasthan - Sirohi	DEEPA RAJGURU	Hindusthan Nirman Dal	1790	6	
146	Rajasthan - Sirohi	BHERA RAM BARAR (MEGHWAL)	Independent	1184	7	
146	Rajasthan - Sirohi	HAJA RAM MEGHWAL	Independent	1176	8	
146	Rajasthan - Sirohi	SHANKAR SINGH	Bahujan Samaj Party	899	9	
146	Rajasthan - Sirohi	ASLAMKHAN	Independent	449	10	
146	Rajasthan - Sirohi	PRABHU SINGH	Abhinav Rajasthan Party	446	11	
146	Rajasthan - Sirohi	TRIKMA RAM	Independent	261	12	
146	Rajasthan - Sirohi	HIMMAT MAL SOLANKI	Shiv Sena	237	13	
146	Rajasthan - Sirohi	KALU RAM	Independent	235	14	
146	Rajasthan - Sirohi	PINTU KUMAR	Aam Aadmi Party	166	15	
146	Rajasthan - Sirohi	PAPI DAVI	Bharatiya Yuva Shakti	107	16	
147	Rajasthan - Pindwara abu	SAMA RAM GRASIYA	Bharatiya Janata Party	69360	1	26974
147	Rajasthan - Pindwara abu	LALA RAM GRASIYA	Indian National Congress	42386	2	26974
147	Rajasthan - Pindwara abu	MAGAN LAL	Shiv Sena	6658	3	
147	Rajasthan - Pindwara abu	GOURI SHANKAR	Bhartiya Tribal Party	5137	4	
147	Rajasthan - Pindwara abu	None of the Above	None of the Above	4702	5	
147	Rajasthan - Pindwara abu	RATARAM	Independent	3983	6	
147	Rajasthan - Pindwara abu	REVAT KUMAR	Independent	2650	7	
147	Rajasthan - Pindwara abu	DALPATRAM	Bahujan Samaj Party	2208	8	
147	Rajasthan - Pindwara abu	KESARMAL	Independent	1549	9	
147	Rajasthan - Pindwara abu	KAPOORA RAM MEENA	Independent	918	10	
148	Rajasthan - Reodar	JAGASI RAM	Bharatiya Janata Party	87861	1	14604
148	Rajasthan - Reodar	NEERAJ DANGI	Indian National Congress	73257	2	14604
148	Rajasthan - Reodar	None of the Above	None of the Above	6108	3	
148	Rajasthan - Reodar	NARAYAN LAL	Independent	3328	4	
148	Rajasthan - Reodar	RADHESHYAM	Bahujan Samaj Party	2395	5	
148	Rajasthan - Reodar	SUKHRAJ	Aam Aadmi Party	1817	6	
148	Rajasthan - Reodar	HEERA LAL	Shiv Sena	1342	7	
148	Rajasthan - Reodar	SHIVLAL JEENGAR	Bharatiya Yuva Shakti	712	8	
149	Rajasthan - Gogunda	PRATAP LAL BHEEL (GAMETI)	Bharatiya Janata Party	82307	1	4411
149	Rajasthan - Gogunda	DR. MANGI LAL GARASIYA	Indian National Congress	77896	2	4411
149	Rajasthan - Gogunda	LAHARA BHIL	Communist Party of India	4364	3	
149	Rajasthan - Gogunda	None of the Above	None of the Above	4169	4	
149	Rajasthan - Gogunda	CHAMPARAM	Bahujan Samaj Party	3700	5	
149	Rajasthan - Gogunda	BATTI LAL MEENA	Independent	3272	6	
149	Rajasthan - Gogunda	BIRDHI LAL CHHANWAL	Independent	2405	7	
149	Rajasthan - Gogunda	PRAKASH KUMAR	Janta Sena Rajasthan	1457	8	
149	Rajasthan - Gogunda	REKHA BHEEL	Aam Aadmi Party	877	9	
150	Rajasthan - Jhadol	BABU LAL	Bharatiya Janata Party	87527	1	12947
150	Rajasthan - Jhadol	SUNIL KUMAR BHAJAT	Indian National Congress	74580	2	12947
150	Rajasthan - Jhadol	SHANKAR LAL PARGI	Communist Party of India (Marxist)	10498	3	
150	Rajasthan - Jhadol	None of the Above	None of the Above	7457	4	
150	Rajasthan - Jhadol	SOHAN LAL	Independent	6209	5	
150	Rajasthan - Jhadol	NIMA LAL	Bahujan Samaj Party	5757	6	
150	Rajasthan - Jhadol	LADURAM	Aam Aadmi Party	4584	7	
151	Rajasthan - Kherwara	DAYARAM PARMAR	Indian National Congress	93155	1	24991
151	Rajasthan - Kherwara	NANALAL AHARI	Bharatiya Janata Party	68164	2	24991
151	Rajasthan - Kherwara	PRAVEEN KUMAR PARMAR	Bhartiya Tribal Party	20383	3	
151	Rajasthan - Kherwara	None of the Above	None of the Above	5899	4	
151	Rajasthan - Kherwara	SAVITA	Bahujan Samaj Party	2470	5	
151	Rajasthan - Kherwara	SAVITA PARMAR	Aam Aadmi Party	2206	6	
152	Rajasthan - Udaipur Rural	PHOOL SINGH MEENA	Bharatiya Janata Party	97382	1	18707
152	Rajasthan - Udaipur Rural	VIVEK KATARA	Indian National Congress	78675	2	18707
152	Rajasthan - Udaipur Rural	None of the Above	None of the Above	4108	3	
152	Rajasthan - Udaipur Rural	GHANSHYAM SINGH TAWAR	Communist Party of India	4055	4	
152	Rajasthan - Udaipur Rural	PRABHU LAL MEENA	Bahujan Mukti Party	2092	5	
152	Rajasthan - Udaipur Rural	LAXMAN	Bahujan Samaj Party	1737	6	
152	Rajasthan - Udaipur Rural	SOMESHWER MEENA	Janta Sena Rajasthan	1521	7	
153	Rajasthan - Udaipur	GULAB CHAND KATARIA	Bharatiya Janata Party	74660	1	9307
153	Rajasthan - Udaipur	GIRIJA VYAS	Indian National Congress	65353	2	9307
153	Rajasthan - Udaipur	PRAVEEN RATLIA	Independent	10890	3	
153	Rajasthan - Udaipur	DALPAT SINGH SURANA	Janta Sena Rajasthan	3741	4	
153	Rajasthan - Udaipur	None of the Above	None of the Above	2051	5	
153	Rajasthan - Udaipur	BHARAT KUMAWAT	Aam Aadmi Party	531	6	
153	Rajasthan - Udaipur	PUSHKAR LAL	Bahujan Samaj Party	465	7	
153	Rajasthan - Udaipur	RAJESH VAISHNAV	Independent	385	8	
153	Rajasthan - Udaipur	DIMPLE RATHORE	Shiv Sena	220	9	
153	Rajasthan - Udaipur	RAMCHANDRA SALVI	Janata Dal (Secular)	137	10	
153	Rajasthan - Udaipur	DAULAT RAM SAHU	Independent	132	11	
153	Rajasthan - Udaipur	KALU LAL SALVI	Independent	106	12	
154	Rajasthan - Mavli	DHARMNARAYAN JOSHI	Bharatiya Janata Party	99723	1	26978
154	Rajasthan - Mavli	PUSHKAR LAL DANGI	Indian National Congress	72745	2	26978
154	Rajasthan - Mavli	None of the Above	None of the Above	2919	3	
154	Rajasthan - Mavli	JEEVRAJ	Communist Party of India	2167	4	
154	Rajasthan - Mavli	CHUNNILAL	Bahujan Samaj Party	2086	5	
154	Rajasthan - Mavli	TULSIRAM BHIL	Rajasthan Janta Party	1843	6	
154	Rajasthan - Mavli	VIJAY SHARMA	Bharat Vahini Party	1750	7	
154	Rajasthan - Mavli	MADAN LAL	Shiv Sena	1291	8	
154	Rajasthan - Mavli	DEVI LAL GAYRI	Independent	861	9	
154	Rajasthan - Mavli	PREM SHANKAR	Aam Aadmi Party	621	10	
155	Rajasthan - Vallabh Nagar	GAJENDRA SINGH SHAKTAWAT	Indian National Congress	66306	1	3719
155	Rajasthan - Vallabh Nagar	M. RANDHIR SINGH BHINDER	Janta Sena Rajasthan	62587	2	3719
155	Rajasthan - Vallabh Nagar	UDAI LAL DANGI	Bharatiya Janata Party	46667	3	
155	Rajasthan - Vallabh Nagar	BABARU MEENA	Independent	4538	4	
155	Rajasthan - Vallabh Nagar	None of the Above	None of the Above	2813	5	
155	Rajasthan - Vallabh Nagar	MUKESH	Bahujan Samaj Party	2366	6	
155	Rajasthan - Vallabh Nagar	DUDA DANGI	Independent	1406	7	
155	Rajasthan - Vallabh Nagar	PANNA LAL	Shiv Sena	1366	8	
156	Rajasthan - Salumber	AMRIT LAL MEENA	Bharatiya Janata Party	87472	1	21918
156	Rajasthan - Salumber	RAGUVIR SINGH	Indian National Congress	65554	2	21918
156	Rajasthan - Salumber	RESHMA MEENA	Independent	14329	3	
156	Rajasthan - Salumber	None of the Above	None of the Above	5561	4	
156	Rajasthan - Salumber	GOVIND KALASUYA	Communist Party of India	3562	5	
156	Rajasthan - Salumber	LALURAM BHIL	All India Hindustan Congress Party	2891	6	
156	Rajasthan - Salumber	SOMA LAL MEENA	Bahujan Samaj Party	2495	7	
156	Rajasthan - Salumber	LAL CHAND MEENA	Bharatiya Yuva Shakti	628	8	
156	Rajasthan - Salumber	GANGA DEVI	Janta Sena Rajasthan	606	9	
156	Rajasthan - Salumber	LAXMAN LAL	Shiv Sena	586	10	
156	Rajasthan - Salumber	DEVI LAL MEENA	Communist Party of India (Marxist-Leninist) (Liberation)	535	11	
157	Rajasthan - Dhariyawad	GOTAM LAL	Bharatiya Janata Party	96457	1	23842
157	Rajasthan - Dhariyawad	NAGRAJ	Indian National Congress	72615	2	23842
157	Rajasthan - Dhariyawad	None of the Above	None of the Above	5769	3	
157	Rajasthan - Dhariyawad	BHAGWAN LAL	Communist Party of India	5280	4	
157	Rajasthan - Dhariyawad	KESULAL	Bahujan Samaj Party	4465	5	
157	Rajasthan - Dhariyawad	BHERU LAL	Bhartiya Tribal Party	4406	6	
157	Rajasthan - Dhariyawad	GAUTAMA LAL MEENA	Communist Party of India (Marxist-Leninist) (Liberation)	2124	7	
157	Rajasthan - Dhariyawad	SHANKER LAL	Bharatiya Yuva Shakti	2117	8	
157	Rajasthan - Dhariyawad	NAGENDRA	Janta Sena Rajasthan	1044	9	
158	Rajasthan - Dungarpur	GANESH GHOGRA	Indian National Congress	75482	1	27898
158	Rajasthan - Dungarpur	MADHAVLAL VARAHAT	Bharatiya Janata Party	47584	2	27898
158	Rajasthan - Dungarpur	VELARAM	Bhartiya Tribal Party	13004	3	
158	Rajasthan - Dungarpur	DEVENDRA KATARA	Independent	8633	4	
158	Rajasthan - Dungarpur	GOTAMLAL	Communist Party of India (Marxist)	7644	5	
158	Rajasthan - Dungarpur	None of the Above	None of the Above	4720	6	
158	Rajasthan - Dungarpur	AMRUTLAL	Bahujan Samaj Party	3464	7	
158	Rajasthan - Dungarpur	MAYA	All India Hindustan Congress Party	2367	8	
159	Rajasthan - Aspur	GOPICHAND MEENA	Bharatiya Janata Party	57062	1	5330
159	Rajasthan - Aspur	UMESH	Bhartiya Tribal Party	51732	2	5330
159	Rajasthan - Aspur	RAIYA MEENA	Indian National Congress	42185	3	
159	Rajasthan - Aspur	None of the Above	None of the Above	4426	4	
159	Rajasthan - Aspur	SHANTA KALASUA	Bahujan Samaj Party	2996	5	
159	Rajasthan - Aspur	SHIVLAL MAIDA	Independent	2121	6	
159	Rajasthan - Aspur	DEVILAL MEENA	Bharatiya Yuva Shakti	1942	7	
160	Rajasthan - Sagwara	RAMPRASAD	Bhartiya Tribal Party	58406	1	4582
160	Rajasthan - Sagwara	SHANKARLAL	Bharatiya Janata Party	53824	2	4582
160	Rajasthan - Sagwara	SURENDRA KUMAR	Indian National Congress	41852	3	
160	Rajasthan - Sagwara	ANITA	Independent	10140	4	
160	Rajasthan - Sagwara	DALJI	Bahujan Samaj Party	4173	5	
160	Rajasthan - Sagwara	None of the Above	None of the Above	3313	6	
160	Rajasthan - Sagwara	MAN SINGH	Independent	2181	7	
161	Rajasthan - Chorasi	RAJKUMAR ROAT	Bhartiya Tribal Party	64119	1	12934
161	Rajasthan - Chorasi	SUSHIL KATARA	Bharatiya Janata Party	51185	2	12934
161	Rajasthan - Chorasi	MANJULA DEVI ROAT	Indian National Congress	35915	3	
161	Rajasthan - Chorasi	None of the Above	None of the Above	4692	4	
161	Rajasthan - Chorasi	JAYPRAKASH ROAT	Independent	2314	5	
161	Rajasthan - Chorasi	KANHAIYALAL KALASUA	Bahujan Mukti Party	2180	6	
161	Rajasthan - Chorasi	VIJAYAPAL ROAT	Bahujan Samaj Party	2047	7	
161	Rajasthan - Chorasi	NITESH PARMAR	Naya Bharat Party	1800	8	
161	Rajasthan - Chorasi	KANTILAL BHAMAT	Independent	1796	9	
161	Rajasthan - Chorasi	LAXMAN DAMOR	Independent	1733	10	
162	Rajasthan - Ghatol	HARENDRA NINAMA	Bharatiya Janata Party	101121	1	4449
162	Rajasthan - Ghatol	NANALAL NINAMA	Indian National Congress	96672	2	4449
162	Rajasthan - Ghatol	None of the Above	None of the Above	4857	3	
162	Rajasthan - Ghatol	NARESH KUMAR	Bhartiya Tribal Party	4660	4	
